sample,value,step,direction,file,Step
Gb_BS_imp_15O4_s_31,26789,mergersF,Fwd,Both,Merged
Gb_BS_imp_18R6_s_38,57746,mergersF,Fwd,Both,Merged
Gb_BS_imp_23W4_s_37,42849,mergersF,Fwd,Both,Merged
Gb_BS_imp_9I4_s_39,29959,mergersF,Fwd,Both,Merged
Gb_BS_unimp_14N5_s_41,78104,mergersF,Fwd,Both,Merged
Gb_BS_unimp_3C6_s_43,39447,mergersF,Fwd,Both,Merged
Gb_BS_unimp_4D2_s_40,31727,mergersF,Fwd,Both,Merged
Gb_BS_unimp_6F4_s_42,44906,mergersF,Fwd,Both,Merged
Gb_Can_M_Trip8-75.1_d_69,101912,mergersF,Fwd,Both,Merged
Gb_Can_M_Trip8-75.2_d_70,80926,mergersF,Fwd,Both,Merged
Gb_Can_M_Trip8-75.3_d_71,59312,mergersF,Fwd,Both,Merged
Gb_Can_S_15O6_d_75,31905,mergersF,Fwd,Both,Merged
Gb_Can_S_16P6_s_55,164063,mergersF,Fwd,Both,Merged
Gb_Can_S_17Q3_d_77,80699,mergersF,Fwd,Both,Merged
Gb_Can_S_23W6_d_78,27505,mergersF,Fwd,Both,Merged
Gb_Can_S_2B6_d_76,69912,mergersF,Fwd,Both,Merged
Gb_Can_S_5E2_s_44,73776,mergersF,Fwd,Both,Merged
Gb_Can_S_8H6_s_54,51720,mergersF,Fwd,Both,Merged
Gb_FS_MPA_14N4_s_50,50813,mergersF,Fwd,Both,Merged
Gb_FS_MPA_20T6_s_49,44072,mergersF,Fwd,Both,Merged
Gb_FS_MPA_22V2_s_51,61408,mergersF,Fwd,Both,Merged
Gb_NOR_17Q2_s_01,82544,mergersF,Fwd,Both,Merged
Gb_NOR_18R2_s_02,46109,mergersF,Fwd,Both,Merged
Gb_NOR_1A7_s_03,35681,mergersF,Fwd,Both,Merged
Gb_NwK_12L5_s_27,35155,mergersF,Fwd,Both,Merged
Gb_NwK_21U5_s_28,49364,mergersF,Fwd,Both,Merged
Gb_OK_289_d_02,47546,mergersF,Fwd,Both,Merged
Gb_RSB_MPA_13M4_d_74,27321,mergersF,Fwd,Both,Merged
Gb_RSB_MPA_13M5_d_72,40565,mergersF,Fwd,Both,Merged
Gb_RSB_MPA_18R4_d_73,49073,mergersF,Fwd,Both,Merged
Gb_SRT_1A5_s_23,77389,mergersF,Fwd,Both,Merged
Gb_SRT_8H5_s_22,69699,mergersF,Fwd,Both,Merged
Gb_Sva_20T5_s_25,44979,mergersF,Fwd,Both,Merged
Gb_Sva_7G6_s_26,35632,mergersF,Fwd,Both,Merged
Gb_Sw_15O5_s_21,99360,mergersF,Fwd,Both,Merged
Gb_Sw_22V6_s_06,68912,mergersF,Fwd,Both,Merged
Gh_Can_M_Trip8-75.5_d_66,77874,mergersF,Fwd,Both,Merged
Gh_Can_M_Trip8-75.7_d_67,86021,mergersF,Fwd,Both,Merged
Gh_Can_M_Trip8-75.8_d_68,66265,mergersF,Fwd,Both,Merged
Gh_Ice_A11-641-B_s_25,145033,mergersF,Fwd,Both,Merged
Gh_Ice_ME85-3-1123-2-C_d_59,89405,mergersF,Fwd,Both,Merged
Gh_Ice_ME85-3-1123-B_d_60,125483,mergersF,Fwd,Both,Merged
Gh_Ice_ME85-3-1132-A_s_32,131291,mergersF,Fwd,Both,Merged
Gh_JMR-SM_AGT03-26_d_93,83514,mergersF,Fwd,Both,Merged
Gh_JMR_DR01-A_d_87,62879,mergersF,Fwd,Both,Merged
Gh_JMR_DR01-B_d_88,72399,mergersF,Fwd,Both,Merged
Gh_JMR_DR01-C_d_89,63292,mergersF,Fwd,Both,Merged
Gh_JMR_DR05-1-A_s_85,70788,mergersF,Fwd,Both,Merged
Gh_JMR_DR05-1-B_s_86,67272,mergersF,Fwd,Both,Merged
Gh_KS_193.1_d_79,41107,mergersF,Fwd,Both,Merged
Gh_KS_193.2_d_81,114958,mergersF,Fwd,Both,Merged
Gh_KS_197.1_s_57,86903,mergersF,Fwd,Both,Merged
Gh_KS_200.5_s_58,62223,mergersF,Fwd,Both,Merged
Gh_OK_293_d_01,113666,mergersF,Fwd,Both,Merged
Gh_SM_AGT07-22.10_s_28,89966,mergersF,Fwd,Both,Merged
Gh_SM_AGT07-22.2_s_56,83909,mergersF,Fwd,Both,Merged
Gh_SM_AGT07-22.3_s_27,53607,mergersF,Fwd,Both,Merged
Gh_SM_ROV12-11.2_d_29,34315,mergersF,Fwd,Both,Merged
Gh_SM_ROV19-11_d_30,70693,mergersF,Fwd,Both,Merged
Gh_Sva_100_d_82,83073,mergersF,Fwd,Both,Merged
Gh_Sva_101_d_84,118257,mergersF,Fwd,Both,Merged
Gh_Sva_62_s_31,31239,mergersF,Fwd,Both,Merged
Gh_Vst_011TVG-004B_d_92,53404,mergersF,Fwd,Both,Merged
Gh_Vst_019TVG-003B_d_90,109246,mergersF,Fwd,Both,Merged
Gh_Vst_019TVG-010B_d_91,54751,mergersF,Fwd,Both,Merged
Gh_Vst_045TVG-005B_i_61,117397,mergersF,Fwd,Both,Merged
Gh_Vst_045TVG-011B_i_62,140849,mergersF,Fwd,Both,Merged
Gh_Vst_045TVG-012B_i_64,96712,mergersF,Fwd,Both,Merged
Gh_Vst_080TVG-009B_s_17,83456,mergersF,Fwd,Both,Merged
Gh_Vst_080TVG-010B_s_18,182820,mergersF,Fwd,Both,Merged
Gh_Vst_080TVG-013B_s_19,135971,mergersF,Fwd,Both,Merged
Pv_FS_MPA_01601_s_52,28846,mergersF,Fwd,Both,Merged
Pv_FS_MPA_01602_s_26,55469,mergersF,Fwd,Both,Merged
Pv_FS_MPA_01603_s_53,20042,mergersF,Fwd,Both,Merged
Pv_NoS_11452_s_08,59709,mergersF,Fwd,Both,Merged
Pv_NoS_11456_s_22,63483,mergersF,Fwd,Both,Merged
Pv_NoS_Notag_s_09,65180,mergersF,Fwd,Both,Merged
Pv_NwK_ST5-38_s_29,50614,mergersF,Fwd,Both,Merged
Pv_NwK_ST5-39_s_30,73154,mergersF,Fwd,Both,Merged
Pv_RB_11218_s_13,134981,mergersF,Fwd,Both,Merged
Pv_RB_11221_s_23,127033,mergersF,Fwd,Both,Merged
Pv_RB_1418_s_15,48032,mergersF,Fwd,Both,Merged
Pv_RB_1420_s_16,57877,mergersF,Fwd,Both,Merged
Pv_RB_MPA_11417_s_20,39441,mergersF,Fwd,Both,Merged
Pv_RB_MPA_11419_s_21,95701,mergersF,Fwd,Both,Merged
Pv_RB_MPA_1865_s_24,29326,mergersF,Fwd,Both,Merged
Pv_RB_MPA_1866_s_14,36878,mergersF,Fwd,Both,Merged
Pv_SMK_ROV25-12_s_33,33663,mergersF,Fwd,Both,Merged
Pv_SMK_ROV25-13_s_35,21351,mergersF,Fwd,Both,Merged
Pv_SMK_ROV25-14_s_36,59938,mergersF,Fwd,Both,Merged
Pv_SRT_046-26_s_11,38436,mergersF,Fwd,Both,Merged
Pv_SRT_046-49_s_12,81915,mergersF,Fwd,Both,Merged
Pv_SSNd_H044-01642_s_45,60628,mergersF,Fwd,Both,Merged
Pv_SSNd_H044-01643_s_46,31725,mergersF,Fwd,Both,Merged
Pv_SSNd_H044-01645_s_47,26513,mergersF,Fwd,Both,Merged
Pv_Sw_11_s_05,40247,mergersF,Fwd,Both,Merged
Pv_Sw_9_s_04,28457,mergersF,Fwd,Both,Merged
Gb_BS_imp_15O4_s_31,17207,mergersR,Rev,Both,Merged
Gb_BS_imp_18R6_s_38,37053,mergersR,Rev,Both,Merged
Gb_BS_imp_23W4_s_37,28453,mergersR,Rev,Both,Merged
Gb_BS_imp_9I4_s_39,21578,mergersR,Rev,Both,Merged
Gb_BS_unimp_14N5_s_41,52783,mergersR,Rev,Both,Merged
Gb_BS_unimp_3C6_s_43,24373,mergersR,Rev,Both,Merged
Gb_BS_unimp_4D2_s_40,22554,mergersR,Rev,Both,Merged
Gb_BS_unimp_6F4_s_42,33477,mergersR,Rev,Both,Merged
Gb_Can_M_Trip8-75.1_d_69,53043,mergersR,Rev,Both,Merged
Gb_Can_M_Trip8-75.2_d_70,47496,mergersR,Rev,Both,Merged
Gb_Can_M_Trip8-75.3_d_71,32555,mergersR,Rev,Both,Merged
Gb_Can_S_15O6_d_75,21629,mergersR,Rev,Both,Merged
Gb_Can_S_16P6_s_55,117717,mergersR,Rev,Both,Merged
Gb_Can_S_17Q3_d_77,48861,mergersR,Rev,Both,Merged
Gb_Can_S_23W6_d_78,18173,mergersR,Rev,Both,Merged
Gb_Can_S_2B6_d_76,31889,mergersR,Rev,Both,Merged
Gb_Can_S_5E2_s_44,54791,mergersR,Rev,Both,Merged
Gb_Can_S_8H6_s_54,39836,mergersR,Rev,Both,Merged
Gb_FS_MPA_14N4_s_50,25288,mergersR,Rev,Both,Merged
Gb_FS_MPA_20T6_s_49,30715,mergersR,Rev,Both,Merged
Gb_FS_MPA_22V2_s_51,40083,mergersR,Rev,Both,Merged
Gb_NOR_17Q2_s_01,50819,mergersR,Rev,Both,Merged
Gb_NOR_18R2_s_02,35691,mergersR,Rev,Both,Merged
Gb_NOR_1A7_s_03,28512,mergersR,Rev,Both,Merged
Gb_NwK_12L5_s_27,25691,mergersR,Rev,Both,Merged
Gb_NwK_21U5_s_28,29235,mergersR,Rev,Both,Merged
Gb_OK_289_d_02,32928,mergersR,Rev,Both,Merged
Gb_RSB_MPA_13M4_d_74,17831,mergersR,Rev,Both,Merged
Gb_RSB_MPA_13M5_d_72,24371,mergersR,Rev,Both,Merged
Gb_RSB_MPA_18R4_d_73,27178,mergersR,Rev,Both,Merged
Gb_SRT_1A5_s_23,52204,mergersR,Rev,Both,Merged
Gb_SRT_8H5_s_22,44453,mergersR,Rev,Both,Merged
Gb_Sva_20T5_s_25,24125,mergersR,Rev,Both,Merged
Gb_Sva_7G6_s_26,22613,mergersR,Rev,Both,Merged
Gb_Sw_15O5_s_21,56580,mergersR,Rev,Both,Merged
Gb_Sw_22V6_s_06,48098,mergersR,Rev,Both,Merged
Gh_Can_M_Trip8-75.5_d_66,41648,mergersR,Rev,Both,Merged
Gh_Can_M_Trip8-75.7_d_67,51509,mergersR,Rev,Both,Merged
Gh_Can_M_Trip8-75.8_d_68,39933,mergersR,Rev,Both,Merged
Gh_Ice_A11-641-B_s_25,71099,mergersR,Rev,Both,Merged
Gh_Ice_ME85-3-1123-2-C_d_59,51814,mergersR,Rev,Both,Merged
Gh_Ice_ME85-3-1123-B_d_60,71776,mergersR,Rev,Both,Merged
Gh_Ice_ME85-3-1132-A_s_32,104791,mergersR,Rev,Both,Merged
Gh_JMR-SM_AGT03-26_d_93,43505,mergersR,Rev,Both,Merged
Gh_JMR_DR01-A_d_87,35083,mergersR,Rev,Both,Merged
Gh_JMR_DR01-B_d_88,42928,mergersR,Rev,Both,Merged
Gh_JMR_DR01-C_d_89,36457,mergersR,Rev,Both,Merged
Gh_JMR_DR05-1-A_s_85,39423,mergersR,Rev,Both,Merged
Gh_JMR_DR05-1-B_s_86,42889,mergersR,Rev,Both,Merged
Gh_KS_193.1_d_79,27196,mergersR,Rev,Both,Merged
Gh_KS_193.2_d_81,74888,mergersR,Rev,Both,Merged
Gh_KS_197.1_s_57,46857,mergersR,Rev,Both,Merged
Gh_KS_200.5_s_58,49385,mergersR,Rev,Both,Merged
Gh_OK_293_d_01,62092,mergersR,Rev,Both,Merged
Gh_SM_AGT07-22.10_s_28,47636,mergersR,Rev,Both,Merged
Gh_SM_AGT07-22.2_s_56,53586,mergersR,Rev,Both,Merged
Gh_SM_AGT07-22.3_s_27,36617,mergersR,Rev,Both,Merged
Gh_SM_ROV12-11.2_d_29,18611,mergersR,Rev,Both,Merged
Gh_SM_ROV19-11_d_30,34952,mergersR,Rev,Both,Merged
Gh_Sva_100_d_82,56492,mergersR,Rev,Both,Merged
Gh_Sva_101_d_84,69976,mergersR,Rev,Both,Merged
Gh_Sva_62_s_31,22272,mergersR,Rev,Both,Merged
Gh_Vst_011TVG-004B_d_92,29471,mergersR,Rev,Both,Merged
Gh_Vst_019TVG-003B_d_90,64769,mergersR,Rev,Both,Merged
Gh_Vst_019TVG-010B_d_91,27796,mergersR,Rev,Both,Merged
Gh_Vst_045TVG-005B_i_61,82606,mergersR,Rev,Both,Merged
Gh_Vst_045TVG-011B_i_62,90845,mergersR,Rev,Both,Merged
Gh_Vst_045TVG-012B_i_64,60429,mergersR,Rev,Both,Merged
Gh_Vst_080TVG-009B_s_17,63139,mergersR,Rev,Both,Merged
Gh_Vst_080TVG-010B_s_18,121927,mergersR,Rev,Both,Merged
Gh_Vst_080TVG-013B_s_19,95354,mergersR,Rev,Both,Merged
Pv_FS_MPA_01601_s_52,19192,mergersR,Rev,Both,Merged
Pv_FS_MPA_01602_s_26,29070,mergersR,Rev,Both,Merged
Pv_FS_MPA_01603_s_53,13082,mergersR,Rev,Both,Merged
Pv_NoS_11452_s_08,43944,mergersR,Rev,Both,Merged
Pv_NoS_11456_s_22,38914,mergersR,Rev,Both,Merged
Pv_NoS_Notag_s_09,45486,mergersR,Rev,Both,Merged
Pv_NwK_ST5-38_s_29,28521,mergersR,Rev,Both,Merged
Pv_NwK_ST5-39_s_30,42514,mergersR,Rev,Both,Merged
Pv_RB_11218_s_13,106359,mergersR,Rev,Both,Merged
Pv_RB_11221_s_23,79166,mergersR,Rev,Both,Merged
Pv_RB_1418_s_15,47843,mergersR,Rev,Both,Merged
Pv_RB_1420_s_16,35787,mergersR,Rev,Both,Merged
Pv_RB_MPA_11417_s_20,30175,mergersR,Rev,Both,Merged
Pv_RB_MPA_11419_s_21,68526,mergersR,Rev,Both,Merged
Pv_RB_MPA_1865_s_24,18238,mergersR,Rev,Both,Merged
Pv_RB_MPA_1866_s_14,22660,mergersR,Rev,Both,Merged
Pv_SMK_ROV25-12_s_33,17449,mergersR,Rev,Both,Merged
Pv_SMK_ROV25-13_s_35,15169,mergersR,Rev,Both,Merged
Pv_SMK_ROV25-14_s_36,38997,mergersR,Rev,Both,Merged
Pv_SRT_046-26_s_11,28956,mergersR,Rev,Both,Merged
Pv_SRT_046-49_s_12,53265,mergersR,Rev,Both,Merged
Pv_SSNd_H044-01642_s_45,47792,mergersR,Rev,Both,Merged
Pv_SSNd_H044-01643_s_46,24214,mergersR,Rev,Both,Merged
Pv_SSNd_H044-01645_s_47,19052,mergersR,Rev,Both,Merged
Pv_Sw_11_s_05,22298,mergersR,Rev,Both,Merged
Pv_Sw_9_s_04,27946,mergersR,Rev,Both,Merged
